[W] 3679 qimessaging.transportsocket: connect: Connection refused
CV: widthStep = 1920
w: 640, h: 480
? Traceback (most recent call last):
  File "main.py", line 153, in <module>
    app.start()
RuntimeError: System error: Connection refused

0,070000, 0,000000, 0,070000, -0,000000
0,148737, 0,043684, 0,141963, 0,009815
0,221864, 0,023513, 0,212274, 0,009433
0,289026, 0,010414, 0,279093, 0,007938
0,350044, 0,004660, 0,340795, 0,006236
0,404048, 0,002102, 0,395918, 0,004743
0,449942, 0,000934, 0,443133, 0,003539
0,496943, 0,051922, 0,484405, 0,018364
0,529700, 0,031322, 0,514134, 0,010504
0,549253, 0,021210, 0,532140, 0,006382
0,555610, 0,014819, 0,538093, 0,003957
0,548750, 0,010521, 0,531774, 0,002463
0,529432, 0,010745, 0,512932, 0,000384
0,497026, 0,007036, 0,482103, 0,000273
0,452266, 0,004823, 0,439712, 0,000172
0,396032, 0,003376, 0,386459, 0,000094
0,329426, 0,002394, 0,323302, 0,000044
0,254182, 0,003752, 0,251531, 0,000449
0,171278, 0,002519, 0,172418, 0,000113
0,085907, 0,001741, 0,087620, -0,000020
0,002300, 0,001231, 0,003725, -0,000075
-0,079457, 0,000882, -0,078264, -0,000092
-0,159381, 0,000637, -0,158367, -0,000092
-0,236189, 0,007022, -0,236907, -0,001506
-0,310075, 0,003700, -0,311778, -0,000976
-0,378968, 0,002095, -0,381259, -0,000676
-0,441059, 0,001222, -0,443683, -0,000468
-0,494722, 0,000725, -0,497500, -0,000325
-0,538558, 0,000243, -0,541365, -0,000482
-0,571293, 0,000094, -0,573994, -0,000267
-0,591922, 0,000033, -0,594425, -0,000182
-0,599703, 0,000004, -0,601931, -0,000130
-0,594168, -0,000009, -0,596055, -0,000094
-0,575062, 0,000380, -0,576634, -0,000087
-0,542629, 0,000174, -0,543779, 0,000032
-0,497276, 0,000079, -0,497947, 0,000040
-0,439722, 0,000036, -0,439882, 0,000031
-0,370984, 0,000014, -0,370615, 0,000022
-0,292424, -0,000346, -0,291412, 0,000219
-0,214121, -0,000220, -0,213019, 0,000270
-0,137569, -0,000141, -0,136421, 0,000208
-0,062770, -0,000090, -0,061599, 0,000145
0,010314, -0,000059, 0,011491, 0,000099
0,081613, -0,000569, 0,083036, 0,000796
0,151299, -0,000409, 0,152879, 0,000510
0,219173, -0,000290, 0,220818, 0,000328
0,283660, -0,000198, 0,285294, 0,000212
0,343229, -0,000134, 0,344787, 0,000140
0,396485, 0,000208, 0,397703, -0,000649
0,441980, 0,000022, 0,442937, -0,000273
0,478546, -0,000021, 0,479251, -0,000126
0,505167, -0,000025, 0,505613, -0,000061
0,521021, -0,000020, 0,521197, -0,000030
0,525478, -0,000174, 0,525540, 0,000642
0,518233, -0,000071, 0,518113, 0,000428
0,499179, 0,000001, 0,498832, 0,000283
0,468471, 0,000032, 0,467874, 0,000183
0,426533, 0,000041, 0,425679, 0,000118
0,374018, -0,000142, 0,372740, -0,000966
0,311905, -0,000146, 0,310333, -0,000421
0,241385, -0,000109, 0,239575, -0,000236
0,163852, -0,000076, 0,161853, -0,000145
0,080894, -0,000053, 0,078752, -0,000092
-0,002800, -0,000036, -0,004902, -0,000060
-0,084687, -0,000335, -0,086681, -0,000036
-0,164678, -0,000268, -0,166562, 0,000042
-0,242748, -0,000195, -0,244495, 0,000034
-0,317103, -0,000141, -0,318682, 0,000022
-0,385987, -0,000102, -0,387370, 0,000013
-0,447765, -0,000237, -0,448857, 0,000167
-0,500836, -0,000134, -0,501626, 0,000175
-0,543821, -0,000074, -0,544305, 0,000134
-0,575531, -0,000042, -0,575703, 0,000099
-0,595002, -0,000024, -0,594860, 0,000074
-0,601533, -0,000076, -0,601044, 0,000174
-0,594682, -0,000103, -0,593830, 0,000242
-0,574291, -0,000077, -0,573101, 0,000194
-0,540516, -0,000057, -0,539022, 0,000143
-0,493817, -0,000043, -0,492056, 0,000103
-0,434863, 0,000422, -0,433192, -0,001046
-0,364842, 0,000205, -0,363137, -0,000451
-0,285054, 0,000113, -0,283442, -0,000256
-0,206832, 0,000066, -0,205304, -0,000163
-0,130411, 0,000039, -0,128948, -0,000109
-0,055800, -0,000214, -0,054252, 0,000386
0,017111, -0,000120, 0,018704, 0,000270
0,088354, -0,000063, 0,089961, 0,000185
0,157963, -0,000031, 0,159565, 0,000123
0,225587, -0,000015, 0,227137, 0,000083
0,289776, 0,000581, 0,291016, -0,000428
0,348834, 0,000304, 0,349826, -0,000222
0,401347, 0,000183, 0,402104, -0,000140
0,445999, 0,000117, 0,446520, -0,000097
0,481613, 0,000077, 0,481894, -0,000071
0,507186, 0,000051, 0,507225, -0,000052
0,521965, 0,000258, 0,521594, -0,000646
0,525316, 0,000179, 0,524604, -0,000383
0,516912, 0,000129, 0,515904, -0,000251
0,496683, 0,000094, 0,495417, -0,000167
0,464817, 0,000069, 0,463333, -0,000113
0,421648, -0,000575, 0,420153, 0,000140
0,368048, -0,000434, 0,366547, 0,000136
0,304985, -0,000315, 0,303480, 0,000098
0,233659, -0,000228, 0,232160, 0,000067
0,155482, -0,000164, 0,154006, 0,000044
0,072207, 0,000625, 0,070532, -0,000445
-0,011225, 0,000330, -0,012972, -0,000193
-0,092815, 0,000176, -0,094582, -0,000116
-0,172543, 0,000097, -0,174306, -0,000079
-0,250191, 0,000054, -0,251897, -0,000055
-0,323918, 0,000250, -0,325470, 0,000428
-0,392038, 0,000134, -0,393404, 0,000280
-0,452882, 0,000080, -0,454036, 0,000177
-0,504910, 0,000052, -0,505830, 0,000112
-0,546752, 0,000036, -0,547415, 0,000072
-0,577238, 0,000010, -0,577300, 0,001671
-0,595434, -0,000051, -0,594982, 0,001098
-0,600642, -0,000044, -0,599747, 0,000742
-0,592449, -0,000032, -0,591170, 0,000509
-0,570741, -0,000025, -0,569131, 0,000355
-0,535821, -0,000619, -0,533777, 0,000417
-0,488024, -0,000438, -0,485625, 0,000386
-0,428144, -0,000304, -0,425483, 0,000283
-0,357265, -0,000211, -0,354432, 0,000194
-0,277661, -0,000148, -0,274832, 0,000132
-0,199792, -0,000847, -0,196951, -0,000467
-0,123615, -0,000352, -0,120794, -0,000135
-0,049148, -0,000144, -0,046372, -0,000047
0,023623, -0,000051, 0,026343, -0,000017
0,094726, -0,000010, 0,097385, -0,000005
0,164351, 0,000780, 0,166942, 0,000751
0,231772, 0,000418, 0,234266, 0,000539
0,295457, 0,000232, 0,297799, 0,000363
0,353908, 0,000131, 0,356035, 0,000238
0,405699, 0,000074, 0,407555, 0,000157
0,449065, -0,002238, 0,451242, 0,001044
0,483537, -0,001067, 0,485686, 0,000680
0,508004, -0,000576, 0,509935, 0,000475
0,521640, -0,000325, 0,523229, 0,000333
0,523875, -0,000185, 0,525029, 0,000236
0,514110, -0,001499, 0,514836, -0,000870
0,492784, -0,000368, 0,492945, -0,000290
0,459957, -0,000035, 0,459512, -0,000084
0,416065, 0,000074, 0,415002, -0,000009
0,361829, 0,000102, 0,360159, 0,000018
0,298230, 0,000100, 0,295981, 0,000027
0,226511, 0,000198, 0,223478, -0,001075
0,148046, 0,000020, 0,144407, -0,000619
0,064476, -0,000022, 0,060351, -0,000402
-0,018861, -0,000030, -0,022952, -0,000267
-0,100318, -0,000028, -0,104345, -0,000179
-0,179423, 0,002352, -0,183858, -0,000146
-0,256566, 0,000876, -0,260944, 0,000251
-0,329775, 0,000364, -0,333891, 0,000261
-0,397255, 0,000144, -0,400976, 0,000215
-0,457335, 0,000042, -0,460558, 0,000166
-0,508067, 0,002096, -0,510711, 0,002198
-0,548783, 0,000724, -0,550633, 0,001547
-0,578152, 0,000297, -0,579168, 0,001021
-0,595210, 0,000120, -0,595384, 0,000672
-0,599275, 0,000039, -0,598614, 0,000446
-0,589955, 0,000003, -0,588478, 0,000298
-0,567128, 0,000119, -0,564781, 0,000755
-0,531070, -0,000091, -0,527884, 0,000552
-0,482254, -0,000109, -0,478315, 0,000376
-0,421485, -0,000089, -0,416892, 0,000256
-0,349861, -0,000065, -0,344723, 0,000175
-0,270366, 0,000061, -0,265243, 0,000503
-0,192482, 0,000060, -0,187406, 0,000403
-0,116388, 0,000054, -0,111383, 0,000276
-0,042048, 0,000044, -0,037129, 0,000187
0,030577, 0,000033, 0,035403, 0,000128
0,101487, -0,000179, 0,106282, 0,000217
0,170765, -0,000171, 0,175524, 0,000196
0,237767, -0,000133, 0,242363, 0,000135
0,300934, -0,000098, 0,305244, 0,000091
0,358756, -0,000071, 0,362666, 0,000061
0,409632, -0,000950, 0,413379, 0,000855
0,452501, -0,000623, 0,455876, 0,000577
0,486200, -0,000389, 0,489029, 0,000364
0,509746, -0,000246, 0,511899, 0,000232
0,522371, -0,000157, 0,523750, 0,000152
0,523537, -0,000102, 0,524073, 0,000102
0,513006, 0,000177, 0,512579, -0,000060
0,490662, 0,000009, 0,489311, 0,000029
0,456769, -0,000020, 0,454509, 0,000021
0,411836, -0,000022, 0,408695, 0,000012
0,356626, -0,000019, 0,352654, 0,000007
0,292211, 0,000285, 0,287520, 0,000519
0,219739, 0,000123, 0,214405, 0,000290
0,140682, 0,000069, 0,134794, 0,000155
0,056675, 0,000043, 0,050344, 0,000084
-0,026485, 0,000028, -0,032679, 0,000046
-0,107705, 0,000272, -0,113724, 0,000439
-0,187099, 0,000051, -0,192902, 0,000435
-0,264078, 0,000011, -0,269543, 0,000324
-0,336849, -0,000000, -0,341863, 0,000226
-0,403679, -0,000004, -0,408133, 0,000156
-0,462771, 0,000789, -0,466617, 0,000625
-0,512871, 0,000339, -0,515941, 0,000510
-0,552590, 0,000180, -0,554798, 0,000352
-0,580785, 0,000103, -0,582069, 0,000234
-0,596555, 0,000060, -0,596874, 0,000156
-0,599260, 0,000047, -0,598450, 0,000812
-0,588587, -0,000177, -0,586654, 0,000524
-0,564431, -0,000173, -0,561432, 0,000332
-0,527023, -0,000136, -0,523034, 0,000212
-0,476909, -0,000100, -0,472018, 0,000139
-0,414872, 0,000226, -0,409315, -0,000263
-0,342141, 0,000038, -0,335947, -0,000042
-0,262805, 0,000008, -0,256738, -0,000002
-0,185107, -0,000001, -0,179179, 0,000001
-0,109195, -0,000007, -0,103402, -0,000001
-0,035033, -0,000011, -0,029371, -0,000003
0,037373, -0,000257, 0,042832, -0,000615
0,108123, -0,000191, 0,113444, -0,000245
0,177256, -0,000128, 0,182456, -0,000123
0,243966, -0,000085, 0,248926, -0,000069
0,306693, -0,000057, 0,311296, -0,000039
0,363788, -0,000767, 0,368174, 0,000499
0,414059, -0,000388, 0,418011, 0,000318
0,456182, -0,000201, 0,459539, 0,000193
0,489007, -0,000106, 0,491647, 0,000119
0,511578, -0,000057, 0,513407, 0,000076
0,523033, -0,000627, 0,524259, 0,000847
0,523105, 0,000015, 0,523529, 0,000694
0,511442, 0,000180, 0,510968, 0,000516
0,488014, 0,000202, 0,486599, 0,000378
0,453074, 0,000179, 0,450713, 0,000275
0,407060, -0,000284, 0,403284, -0,002699
0,350891, -0,000094, 0,345960, -0,001465
0,285577, -0,000024, 0,279681, -0,000874
